Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13085,NHL Blades of Steel '99,n64,1999.0,sports,konami digital entertainment,0.05,0.0,0.0,0.0,0.05
13086,Lips: Deutsche Partyknaller,x360,2009.0,misc,microsoft game studios,0.0,0.04,0.0,0.01,0.05
13087,Apassionata: Die Galanacht der Pferde,ds,2009.0,simulation,rtl,0.0,0.04,0.0,0.01,0.05
13088,Dungeon Raiders,ds,2009.0,role-playing,focus home interactive,0.05,0.0,0.0,0.0,0.05
13089,Second Sight,gc,2004.0,adventure,codemasters,0.04,0.01,0.0,0.0,0.05
13090,Philosoma,ps,1995.0,shooter,sony computer entertainment,0.03,0.02,0.0,0.0,0.05
13091,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,sat,1995.0,misc,sega,0.0,0.0,0.05,0.0,0.05
13092,Puyo Pop,gba,2001.0,puzzle,sega,0.04,0.01,0.0,0.0,0.05
13093,Marriage Royale: Prism Story,psp,2010.0,adventure,ascii media works,0.0,0.0,0.05,0.0,0.05
13094,Super Heroine Chronicle,psv,2014.0,role-playing,namco bandai games,0.0,0.0,0.05,0.0,0.05
13095,Kamiwaza,ps2,2006.0,action,acquire,0.0,0.0,0.05,0.0,0.05
13096,Rave Master,gc,2002.0,fighting,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13097,The Technomancer,ps4,2016.0,role-playing,focus home interactive,0.01,0.03,0.0,0.01,0.05
13098,Ben 10 Galactic Racing,psv,2012.0,racing,d3publisher,0.02,0.02,0.0,0.01,0.05
13099,Kinnikuman Muscle Grand Prix Max,ps2,2006.0,fighting,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13100,Hotel for Dogs,wii,2009.0,simulation,505 games,0.04,0.0,0.0,0.0,0.05
13101,Suzuki Super-Bikes II: Riding Challenge,ds,2008.0,racing,valcon games,0.05,0.0,0.0,0.0,0.05
13102,Mirror's Edge Catalyst,pc,2016.0,platform,electronic arts,0.01,0.03,0.0,0.01,0.05
13103,Jim Henson's Muppets in Spy Muppets: License to Croak,gba,2003.0,action,tdk mediactive,0.04,0.01,0.0,0.0,0.05
13104,Medal of Honor: European Assault (weekly JP sales),ps2,2005.0,shooter,electronic arts,0.0,0.0,0.05,0.0,0.05
13105,LEGO The Hobbit,pc,2014.0,action,warner bros. interactive entertainment,0.0,0.04,0.0,0.01,0.05
13106,Alias,xb,2004.0,action,acclaim entertainment,0.04,0.01,0.0,0.0,0.05
13107,Super Robot Taisen Neo,wii,2009.0,strategy,namco bandai games,0.0,0.0,0.05,0.0,0.05
13108,PAC-MAN and the Ghostly Adventures,wiiu,2013.0,platform,namco bandai games,0.04,0.01,0.0,0.0,0.05
13109,ESPN International Winter Sports 2002,gc,2002.0,sports,konami digital entertainment,0.04,0.01,0.0,0.0,0.05
13110,Winter Sports 2011,ps3,2011.0,sports,dtp entertainment,0.0,0.04,0.0,0.01,0.05
13111,OutRun 2006: Coast 2 Coast,ps2,2006.0,racing,sega,0.02,0.01,0.01,0.0,0.05
13112,Blues Brothers 2000,n64,2000.0,platform,virgin interactive,0.04,0.01,0.0,0.0,0.05
13113,Metal Max 2 Reloaded,ds,2011.0,role-playing,unknown,0.0,0.0,0.05,0.0,0.05
13114,All Star Tennis 99,n64,1999.0,sports,ubisoft,0.04,0.01,0.0,0.0,0.05
13115,Hercules: The Legendary Journeys,n64,2000.0,role-playing,titus,0.04,0.01,0.0,0.0,0.05
13116,Dual Heroes,n64,1997.0,fighting,hudson soft,0.04,0.01,0.0,0.0,0.05
13117,Fighter Destiny 2,n64,1999.0,fighting,imagineer,0.04,0.01,0.0,0.0,0.05
13118,Chameleon Twist 2,n64,1998.0,platform,infogrames,0.04,0.01,0.0,0.0,0.05
13119,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,ds,2007.0,misc,spike,0.0,0.0,0.05,0.0,0.05
13120,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,ps2,2007.0,misc,irem software engineering,0.0,0.0,0.05,0.0,0.05
13121,Winning Post World,ps3,2009.0,sports,tecmo koei,0.0,0.0,0.05,0.0,0.05
13122,Arx Fatalis,xb,2003.0,role-playing,mindscape,0.04,0.01,0.0,0.0,0.05
13123,Slam Dunk SD Heat Up!!,snes,1995.0,sports,namco bandai games,0.0,0.0,0.05,0.0,0.05
13124,My Body Coach,wii,2009.0,sports,big ben interactive,0.0,0.04,0.0,0.01,0.05
13125,Steins;Gate 0,ps4,2015.0,adventure,pqube,0.0,0.0,0.05,0.0,0.05
13126,Adventure Time: Finn & Jake Investigations,xone,2015.0,action,little orbit,0.02,0.02,0.0,0.0,0.05
13127,Dead in the Water,ps,1999.0,action,asc games,0.03,0.02,0.0,0.0,0.05
13128,Winning Post 7 2013,ps3,2013.0,sports,tecmo koei,0.0,0.0,0.05,0.0,0.05
13129,DiRT 2,pc,2009.0,racing,codemasters,0.0,0.04,0.0,0.01,0.05
13130,Detective Conan: Prelude from the Past,ds,2012.0,action,namco bandai games,0.0,0.0,0.05,0.0,0.05
13131,Dr. Seuss: Green Eggs and Ham,gba,2003.0,action,newkidco,0.04,0.01,0.0,0.0,0.05
13132,Sea Monsters: A Prehistoric Adventure,wii,2007.0,adventure,zushi games,0.04,0.0,0.0,0.0,0.05
13133,Atelier Rorona: Alchemist of Arland,psv,2013.0,role-playing,nippon ichi software,0.0,0.0,0.05,0.0,0.05
13134,Guilty Gear Dust Strikers,ds,2006.0,fighting,majesco entertainment,0.05,0.0,0.0,0.0,0.05
13135,Dark Summit,gc,2002.0,sports,thq,0.04,0.01,0.0,0.0,0.05
13136,Singularity,pc,2010.0,shooter,mastertronic,0.0,0.04,0.0,0.01,0.05
13137,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,ds,2010.0,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05
13138,George of the Jungle and the Search for the Secret,ds,2008.0,platform,ignition entertainment,0.05,0.0,0.0,0.0,0.05
13139,Turbo Turtle Adventure,gba,2002.0,puzzle,majesco entertainment,0.04,0.01,0.0,0.0,0.05
13140,Sengoku Basara 4: Sumeragi,ps4,2015.0,action,capcom,0.0,0.0,0.05,0.0,0.05
13141,"Warhammer 40,000: Dawn of War",pc,2004.0,strategy,thq,0.01,0.03,0.0,0.01,0.05
13142,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,psp,2006.0,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05
13143,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,snes,1994.0,misc,vap,0.0,0.0,0.05,0.0,0.05
13144,Corpse Party: Blood Covered - Repeated Fear,psp,2010.0,adventure,5pb,0.0,0.0,0.05,0.0,0.05
13145,The Lost Treasures of Alexandria,ds,2011.0,puzzle,unknown,0.0,0.04,0.0,0.01,0.05
13146,Chronicles of the Sword,ps,1996.0,adventure,psygnosis,0.03,0.02,0.0,0.0,0.05
13147,Hail to the Chimp,ps3,2008.0,misc,gamecock,0.05,0.0,0.0,0.0,0.05
13148,The Lost Vikings,gba,2003.0,puzzle,activision,0.04,0.01,0.0,0.0,0.05
13149,Keiba Eight Special,snes,1993.0,sports,misawa,0.0,0.0,0.05,0.0,0.05
13150,Yaiba: Ninja Gaiden Z,x360,2014.0,action,tecmo koei,0.03,0.02,0.0,0.0,0.05
13151,Harukanaru Toki no Naka de 3,ps2,2004.0,adventure,tecmo koei,0.0,0.0,0.05,0.0,0.05
13152,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,gc,2005.0,platform,global star,0.04,0.01,0.0,0.0,0.05
13153,Need for Speed Carbon,pc,2006.0,racing,electronic arts,0.0,0.04,0.0,0.01,0.05
13154,Reel Fishing: The Great Outdoors,psp,2006.0,sports,natsume,0.05,0.0,0.0,0.0,0.05
13155,Assassin's Creed: Altair's Chronicles,ds,2008.0,platform,ubisoft,0.03,0.01,0.0,0.0,0.05
13156,Pirates vs Ninja Dodgeball,wii,2009.0,sports,southpeak games,0.05,0.0,0.0,0.0,0.05
13157,Guild 01,3ds,2012.0,action,level 5,0.0,0.0,0.05,0.0,0.05
13158,The History Channel: Great Battles - Medieval,ps3,2009.0,strategy,slitherine software,0.0,0.04,0.0,0.01,0.05
13159,Nike+ Kinect Training,x360,2012.0,sports,microsoft game studios,0.02,0.02,0.0,0.0,0.05
13160,Durarara!! 3-way Standoff,psp,2010.0,adventure,ascii media works,0.0,0.0,0.05,0.0,0.05
13161,Ty the Tasmanian Tiger 3: Night of the Quinkan,gba,2005.0,action,zoo digital publishing,0.04,0.01,0.0,0.0,0.05
13162,Cartoon Network Racing,ds,2006.0,action,game factory,0.04,0.0,0.0,0.0,0.05
13163,Tokimeki Memorial Girl's Side 2nd Kiss,ps2,2006.0,adventure,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13164,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,psp,2010.0,role-playing,spike,0.0,0.0,0.05,0.0,0.05
13165,Active Life: Magical Carnival,wii,2011.0,misc,namco bandai games,0.04,0.01,0.0,0.0,0.05
13166,Hokuto no Ken,ps2,2007.0,fighting,sega,0.0,0.0,0.05,0.0,0.05
13167,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),ds,2006.0,misc,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13168,Stretch Panic,ps2,2001.0,platform,midas interactive entertainment,0.02,0.02,0.0,0.01,0.05
13169,Empire Earth,pc,2001.0,strategy,vivendi games,0.0,0.04,0.0,0.01,0.05
13170,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3ds,2013.0,role-playing,square enix,0.0,0.0,0.05,0.0,0.05
13171,Baku Baku,sat,1995.0,puzzle,sega,0.0,0.0,0.05,0.0,0.05
13172,Pro Cycling Manager 2016,ps4,2016.0,sports,focus home interactive,0.0,0.04,0.0,0.01,0.05
13173,SD Gundam: Over Galaxian,ps,1996.0,shooter,namco bandai games,0.0,0.0,0.05,0.0,0.05
13174,Rogue Ops,gc,2003.0,action,kemco,0.04,0.01,0.0,0.0,0.05
13175,Smart Kid's Party Fun Pak,ds,2008.0,misc,ufo interactive,0.05,0.0,0.0,0.0,0.05
13176,MXGP 2,xone,2016.0,racing,milestone s.r.l.,0.02,0.02,0.0,0.0,0.05
13177,Virtua Tennis 3,x360,2007.0,sports,sega,0.03,0.02,0.0,0.0,0.05
13178,BeatMania IIDX 3rd Style,ps2,2000.0,simulation,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13179,Yu-Gi-Oh! World Championship 2007,ds,2007.0,strategy,konami digital entertainment,0.0,0.01,0.04,0.0,0.05
13180,Hummer Badlands,ps2,2006.0,racing,global star,0.02,0.02,0.0,0.01,0.05
13181,Freelancer,pc,2003.0,simulation,microsoft game studios,0.02,0.02,0.0,0.01,0.05
13182,Woody Woodpecker: Escape from Buzz Buzzard Park,ps2,2001.0,platform,dreamcatcher interactive,0.02,0.02,0.0,0.01,0.05
13183,Operation Flashpoint: Dragon Rising,pc,2009.0,shooter,codemasters,0.01,0.03,0.0,0.01,0.05
13184,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",ps2,2007.0,adventure,505 games,0.0,0.0,0.05,0.0,0.05
13185,Furu Furu Park,wii,2007.0,misc,taito,0.05,0.0,0.0,0.0,0.05
13186,Monster Band,ds,2008.0,misc,tivola,0.04,0.0,0.0,0.0,0.05
13187,Alter Echo,xb,2003.0,shooter,thq,0.04,0.01,0.0,0.0,0.05
13188,BeatMania IIDX 4th Style: New Songs Collection,ps2,2001.0,simulation,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13189,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,ds,2008.0,misc,benesse,0.0,0.0,0.05,0.0,0.05
13190,G1 Grand Prix,3ds,2012.0,action,genki,0.0,0.0,0.05,0.0,0.05
13191,LEGO Indiana Jones 2: The Adventure Continues,pc,2009.0,action,activision,0.02,0.03,0.0,0.01,0.05
13192,QUIZ PARTY,wii,2012.0,misc,nintendo,0.0,0.05,0.0,0.0,0.05
13193,MTX Mototrax,psp,2006.0,racing,activision,0.04,0.0,0.0,0.0,0.05
13194,Around the World in 80 Days,gba,2004.0,action,hip interactive,0.03,0.01,0.0,0.0,0.05
13195,Houkago Shounen,ds,2008.0,misc,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13196,The Grim Adventures of Billy & Mandy,wii,2006.0,action,midway games,0.04,0.0,0.0,0.0,0.05
13197,Classic Dungeon X2,psp,2011.0,role-playing,nippon ichi software,0.0,0.0,0.05,0.0,0.05
13198,Whirl Tour,gc,2002.0,sports,vivendi games,0.04,0.01,0.0,0.0,0.05
13199,Sesame Street: Cookie's Counting Carnival,pc,2010.0,misc,warner bros. interactive entertainment,0.05,0.0,0.0,0.0,0.05
13200,Pinball Tycoon,gba,2002.0,misc,ignition entertainment,0.03,0.01,0.0,0.0,0.05
13201,Major League Baseball 2K11,ps2,2011.0,sports,take-two interactive,0.02,0.02,0.0,0.01,0.05
13202,Cartoon Network Block Party,gba,2004.0,misc,majesco entertainment,0.03,0.01,0.0,0.0,0.05
13203,Power Spike Pro Beach Volleyball,ps,2000.0,sports,infogrames,0.03,0.02,0.0,0.0,0.05
13204,White Album: Tsuzurareru Fuyu no Omoide,ps3,2010.0,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05
13205,Harukanaru Toki no Naka de: Yumenoukihashi,ds,2008.0,adventure,tecmo koei,0.0,0.0,0.05,0.0,0.05
13206,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,ps,1998.0,misc,gainax network systems,0.0,0.0,0.05,0.0,0.05
13207,SD Gundam: Scad Hammers,wii,2006.0,strategy,namco bandai games,0.0,0.0,0.05,0.0,0.05
13208,Spitfire Heroes: Tales of the Royal Air Force,ds,2008.0,simulation,destineer,0.05,0.0,0.0,0.0,0.05
13209,Super Bust-A-Move,gba,2001.0,puzzle,ubisoft,0.03,0.01,0.0,0.0,0.05
13210,TNA iMPACT: Cross the Line,ds,2010.0,fighting,southpeak games,0.05,0.0,0.0,0.0,0.05
13211,Adventure Time: Explore the Dungeon Because I Don't Know!,ps3,2013.0,action,d3publisher,0.02,0.02,0.0,0.01,0.05
13212,ZooCube,gba,2002.0,puzzle,acclaim entertainment,0.03,0.01,0.0,0.0,0.05
13213,Stunt GP,ps2,2001.0,racing,titus,0.02,0.02,0.0,0.01,0.05
13214,Wicked Monster Blast!,wii,2011.0,shooter,pqube,0.04,0.0,0.0,0.0,0.05
13215,NBA 2K,dc,1999.0,sports,sega,0.0,0.0,0.05,0.0,0.05
13216,D.Gray-man: Kami no Shitotachi,ds,2007.0,adventure,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13217,Bladestorm: Nightmare,xone,2015.0,action,tecmo koei,0.03,0.02,0.0,0.0,0.05
13218,Strikers 1945,sat,1996.0,shooter,atlus,0.0,0.0,0.05,0.0,0.05
13219,World Series of Poker,gc,2005.0,misc,activision value,0.04,0.01,0.0,0.0,0.05
13220,Jikkyou Oshaberi Parodius,snes,1995.0,shooter,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13221,Super Jinsei Game 2,snes,1995.0,misc,takara,0.0,0.0,0.05,0.0,0.05
13222,Winter Sports 3: The Great Tournament,wii,2010.0,sports,tradewest,0.02,0.02,0.0,0.0,0.05
13223,J-League Winning Eleven 2010: Club Championship,ps2,2010.0,sports,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13224,Johnny Bazookatone,ps,1995.0,platform,u.s. gold,0.03,0.02,0.0,0.0,0.05
13225,Beastly Frantic Foto,ds,2011.0,puzzle,storm city games,0.04,0.0,0.0,0.0,0.05
13226,Neverland Card Battles,psp,2008.0,role-playing,idea factory,0.04,0.0,0.0,0.01,0.05
13227,Need for Speed Underground,pc,2003.0,racing,electronic arts,0.0,0.04,0.0,0.01,0.05
13228,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3ds,2015.0,action,alchemist,0.0,0.0,0.05,0.0,0.05
13229,Reign of Fire,gba,2002.0,shooter,bam! entertainment,0.03,0.01,0.0,0.0,0.05
13230,Worms Reloaded,pc,2010.0,strategy,team17 software,0.0,0.04,0.0,0.01,0.05
13231,StarCraft,pc,1998.0,strategy,activision,0.0,0.04,0.0,0.01,0.05
13232,Koihime Musou,ps2,2008.0,adventure,yeti,0.0,0.0,0.05,0.0,0.05
13233,Nicktoons: Attack of the Toybots,ds,2007.0,platform,thq,0.04,0.0,0.0,0.0,0.05
13234,NBA 2K17,ps3,2016.0,sports,take-two interactive,0.03,0.01,0.0,0.01,0.05
13235,Blazing Souls: Accelate,psp,2009.0,role-playing,idea factory,0.04,0.0,0.01,0.0,0.05
13236,Ms Saga: A New Dawn,ps2,2005.0,role-playing,namco bandai games,0.02,0.02,0.0,0.01,0.05
13237,Kekkon Zenya,sat,1995.0,adventure,shogakukan,0.0,0.0,0.05,0.0,0.05
13238,Finny the Fish & the Seven Waters,ps2,2004.0,sports,sony computer entertainment,0.02,0.02,0.0,0.01,0.05
13239,Barnyard,gba,2006.0,action,thq,0.03,0.01,0.0,0.0,0.05
13240,Next Generation of Chaos,ps2,2002.0,role-playing,idea factory,0.0,0.0,0.05,0.0,0.05
13241,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,ds,2008.0,misc,takara tomy,0.0,0.0,0.05,0.0,0.05
13242,GrimGrimoire,ps2,2007.0,strategy,tecmo koei,0.01,0.01,0.03,0.0,0.05
13243,J-League '96 Dream Stadium,snes,1996.0,sports,hudson soft,0.0,0.0,0.05,0.0,0.05
13244,Capcom vs. SNK: Millennium Fight 2000 Pro,dc,2001.0,fighting,capcom,0.0,0.0,0.05,0.0,0.05
13245,Golden Axe: The Duel,sat,1994.0,fighting,sega,0.0,0.0,0.05,0.0,0.05
13246,Crime Life: Gang Wars,xb,2005.0,action,konami digital entertainment,0.04,0.01,0.0,0.0,0.05
13247,Tokimeki Memorial: Girls Side 1st Love,ds,2007.0,adventure,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13248,Putty Squad,psv,2013.0,platform,system 3,0.02,0.02,0.0,0.01,0.05
13249,Rugby 2005,xb,2005.0,sports,electronic arts,0.04,0.01,0.0,0.0,0.05
13250,Rock 'N Roll Racing,gba,2003.0,racing,activision,0.03,0.01,0.0,0.0,0.05
13251,Taito Legends,xb,2005.0,misc,empire interactive,0.04,0.01,0.0,0.0,0.05
13252,Far Cry,pc,2004.0,shooter,ubisoft,0.0,0.04,0.0,0.01,0.05
13253,Silhouette Mirage,ps,1998.0,platform,esp,0.03,0.02,0.0,0.0,0.05
13254,Dynasty Warriors Vol. 2,psp,2006.0,action,tecmo koei,0.04,0.0,0.0,0.0,0.05
13255,Treasure Report: Kikai Jikake no Isan,ds,2011.0,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05
13256,Growlanser VI: Precarious World,ps2,2007.0,role-playing,atlus,0.0,0.0,0.05,0.0,0.05
13257,Block Kuzushi,snes,1995.0,puzzle,pow,0.0,0.0,0.05,0.0,0.05
13258,Boing! Docomodake DS,ds,2007.0,puzzle,ignition entertainment,0.04,0.0,0.0,0.0,0.05
13259,American Bass Challenge,gba,2001.0,sports,starfish,0.03,0.01,0.0,0.0,0.05
13260,American Chopper 2: Full Throttle,gc,2005.0,racing,activision,0.04,0.01,0.0,0.0,0.05
13261,Secret Service,x360,2008.0,action,activision value,0.04,0.0,0.0,0.0,0.05
13262,Sword Art Online: Game Director's Edition,ps4,2015.0,role-playing,namco bandai games,0.0,0.0,0.05,0.0,0.05
13263,Ultimate Ghosts 'n Goblins (JP sales),psp,2006.0,platform,capcom,0.0,0.0,0.05,0.0,0.05
13264,Rugby 06,ps2,2006.0,sports,electronic arts,0.02,0.02,0.0,0.01,0.05
13265,Fatal Frame II: Crimson Butterfly Director's Cut,xb,2004.0,action,microsoft game studios,0.04,0.01,0.0,0.0,0.05
13266,Deadliest Catch: Alaskan Storm,x360,2008.0,sports,navarre corp,0.04,0.0,0.0,0.0,0.05
13267,2002 FIFA World Cup,gc,2002.0,sports,electronic arts,0.04,0.01,0.0,0.0,0.05
13268,Colin McRae Rally 2005,xb,2004.0,racing,codemasters,0.04,0.01,0.0,0.0,0.05
13269,Kamen Rider: Battride War Genesis,psv,2016.0,action,namco bandai games,0.0,0.0,0.05,0.0,0.05
13270,Venus & Braves: Majo to Megami to Horobi no Yogen,psp,2011.0,role-playing,namco bandai games,0.0,0.0,0.05,0.0,0.05
13271,Ship Simulator Extremes,pc,2010.0,simulation,paradox interactive,0.0,0.04,0.0,0.01,0.05
13272,Zoop,ps,1995.0,puzzle,mediaquest,0.03,0.02,0.0,0.0,0.05
13273,Powerful Golf,ds,2011.0,sports,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13274,Saiyuki: Journey West,ps,1999.0,strategy,tecmo koei,0.03,0.02,0.0,0.0,0.05
13275,Detective Conan: Marionette Symphony,3ds,2013.0,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05
13276,FIFA Soccer 10,pc,2009.0,sports,electronic arts,0.0,0.04,0.0,0.01,0.05
13277,Amnesia Crowd,psp,2013.0,misc,idea factory,0.0,0.0,0.05,0.0,0.05
13278,American Chopper 2: Full Throttle,xb,2005.0,racing,zoo digital publishing,0.04,0.01,0.0,0.0,0.05
13279,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,ps2,2008.0,misc,hackberry,0.0,0.0,0.05,0.0,0.05
13280,Monster Hunter Frontier Online,ps3,2009.0,role-playing,unknown,0.0,0.0,0.05,0.0,0.05
13281,Ribbit King,gc,2003.0,sports,atari,0.04,0.01,0.0,0.0,0.05
13282,VR Soccer '96,ps,1996.0,sports,gremlin interactive ltd,0.03,0.02,0.0,0.0,0.05
13283,Smash Court Tennis 3,psp,2007.0,sports,namco bandai games,0.01,0.01,0.01,0.01,0.05
13284,Diabolik Lovers,psp,2012.0,adventure,idea factory,0.0,0.0,0.05,0.0,0.05
13285,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,ds,2008.0,action,konami digital entertainment,0.0,0.0,0.05,0.0,0.05
13286,Summoner: A Goddess Reborn,gc,2003.0,role-playing,thq,0.04,0.01,0.0,0.0,0.05
13287,Saints Row: Gat out of Hell,ps4,2015.0,action,deep silver,0.0,0.04,0.0,0.01,0.05
13288,Rock of the Dead,ps3,2010.0,shooter,conspiracy entertainment,0.04,0.0,0.0,0.0,0.05
13289,The Sims,pc,2000.0,simulation,electronic arts,0.01,0.03,0.0,0.01,0.05
13290,Wasteland 2,xone,2015.0,role-playing,deep silver,0.04,0.01,0.0,0.0,0.05
13291,Cesar Millan's Dog Whisperer,ds,2008.0,simulation,ubisoft,0.04,0.0,0.0,0.0,0.05
13292,E.X. Troopers,ps3,2012.0,shooter,capcom,0.0,0.0,0.05,0.0,0.05
13293,Kiniro no Corda 2 Encore,ps2,2007.0,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05
13294,Jewel Quest Mysteries,ds,2009.0,puzzle,astragon,0.03,0.01,0.0,0.0,0.05
13295,Moon,ds,2009.0,adventure,mastiff,0.04,0.0,0.0,0.0,0.05
13296,M&M's Adventure,ds,2008.0,adventure,zoo digital publishing,0.04,0.0,0.0,0.0,0.05
13297,ESPN Great Outdoor Games Bass 2002,gba,2001.0,sports,konami digital entertainment,0.03,0.01,0.0,0.0,0.05
13298,Soul Eater: Plot of Medusa,ds,2008.0,action,namco bandai games,0.0,0.0,0.05,0.0,0.05
13299,Payday 2,pc,2013.0,shooter,505 games,0.04,0.0,0.0,0.0,0.05
13300,Grand Ages: Medieval,pc,2015.0,strategy,kalypso media,0.0,0.04,0.0,0.0,0.05
13301,Handball 16,ps3,2015.0,sports,bigben interactive,0.0,0.04,0.0,0.01,0.05
13302,Gummy Bears Mini Golf,ds,2010.0,sports,storm city games,0.04,0.0,0.0,0.0,0.05
13303,Company of Heroes,pc,2006.0,strategy,thq,0.0,0.04,0.0,0.01,0.05
13304,Rock Band Country Track Pack 2,x360,2011.0,misc,mtv games,0.04,0.0,0.0,0.0,0.05
13305,Color Cross,ds,2008.0,misc,rising star games,0.04,0.0,0.0,0.0,0.05
13306,Gaist Crusher,3ds,2013.0,action,capcom,0.0,0.0,0.05,0.0,0.05
13307,Punch King,gba,2002.0,fighting,acclaim entertainment,0.03,0.01,0.0,0.0,0.05
13308,Silent Hunter: Wolves of the Pacific,pc,2007.0,simulation,ubisoft,0.0,0.04,0.0,0.01,0.05
13309,World Championship Pool 2004,ps2,2004.0,sports,jaleco,0.02,0.02,0.0,0.01,0.05
13310,V-Rally 3,gba,2002.0,racing,atari,0.03,0.01,0.0,0.0,0.05
13311,The Dark Spire,ds,2008.0,role-playing,success,0.04,0.0,0.0,0.0,0.05
13312,Kakuto Chojin,xb,2002.0,fighting,microsoft game studios,0.04,0.01,0.0,0.0,0.05
13313,Beyond Oasis,gen,1993.0,role-playing,sega,0.0,0.0,0.05,0.0,0.05
13314,Forza Motorsport 3: Ultimate Edition,x360,2010.0,racing,microsoft game studios,0.0,0.04,0.0,0.01,0.05
13315,Robotech: Invasion,xb,2004.0,shooter,global star,0.04,0.01,0.0,0.0,0.05
13316,Wii de Asobu Chibi-Robo!,wii,2009.0,adventure,nintendo,0.0,0.0,0.05,0.0,0.05
13317,Romance of the Three Kingdoms VI: Awakening of the Dragon,ps,1998.0,strategy,tecmo koei,0.03,0.02,0.0,0.0,0.05
13318,To Heart 2 DX Plus,ps3,2011.0,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05
13319,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,psp,2011.0,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05
13320,Naruto: Uzumaki Chronicles 2 (JP sales),ps2,2006.0,action,namco bandai games,0.0,0.0,0.05,0.0,0.05
13321,Frogger: Ancient Shadow,gc,2005.0,platform,konami digital entertainment,0.04,0.01,0.0,0.0,0.05
13322,Snoopy vs the Red Baron,psp,2006.0,adventure,namco bandai games,0.04,0.0,0.0,0.0,0.05
13323,Jonah Lomu Rugby Challenge,pc,2011.0,sports,home entertainment suppliers,0.0,0.04,0.0,0.01,0.05
13324,Pet Vet: Down Under,ds,2009.0,simulation,deep silver,0.04,0.0,0.0,0.0,0.05
13325,World Series of Poker: Tournament of Champions 2007 Edition,wii,2006.0,misc,activision,0.04,0.0,0.0,0.0,0.05
13326,National Geographic Challenge!,ps3,2011.0,misc,black bean games,0.01,0.03,0.0,0.01,0.05
13327,Raze's Hell,xb,2005.0,shooter,majesco entertainment,0.04,0.01,0.0,0.0,0.05
13328,Rain (2013),ps3,2013.0,adventure,sony computer entertainment,0.0,0.0,0.05,0.0,0.05
13329,Billy the Wizard: Rocket Broomstick Racing,wii,2007.0,racing,metro 3d,0.04,0.0,0.0,0.0,0.05
13330,Pool Party,wii,2007.0,sports,southpeak games,0.04,0.0,0.0,0.0,0.05
13331,Microsoft Train Simulator,pc,2001.0,simulation,microsoft game studios,0.0,0.04,0.0,0.01,0.05
13332,Shin Megami Tensei NINE,xb,2002.0,role-playing,atlus,0.0,0.0,0.05,0.0,0.05
13333,Magic Carpet,ps,1995.0,shooter,electronic arts,0.03,0.02,0.0,0.0,0.05
13334,Hoshigami: Ruining Blue Earth,ps,2001.0,role-playing,max five,0.03,0.02,0.0,0.0,0.05
13335,GunPey DS,ds,2006.0,puzzle,atari,0.04,0.0,0.0,0.0,0.05
13336,Cabela's African Safari,psp,2006.0,sports,activision value,0.04,0.0,0.0,0.0,0.05
13337,Wing Island,wii,2006.0,simulation,konami digital entertainment,0.03,0.01,0.01,0.0,0.05
